31/01/2010,1.40E+01
01/02/2010,1.42E+01
02/02/2010,1.43E+01
03/02/2010,1.45E+01
04/02/2010,1.47E+01
05/02/2010,1.48E+01
06/02/2010,1.50E+01
07/02/2010,1.52E+01
08/02/2010,1.53E+01
09/02/2010,1.55E+01
10/02/2010,1.57E+01
11/02/2010,1.58E+01
12/02/2010,1.60E+01
13/02/2010,1.62E+01
14/02/2010,1.63E+01
15/02/2010,1.65E+01
16/02/2010,1.67E+01
17/02/2010,1.68E+01
18/02/2010,1.70E+01
19/02/2010,1.72E+01
20/02/2010,1.73E+01
21/02/2010,1.75E+01
22/02/2010,1.77E+01
23/02/2010,1.78E+01
24/02/2010,1.80E+01
25/02/2010,1.82E+01
26/02/2010,1.83E+01
27/02/2010,1.85E+01
28/02/2010,1.87E+01
01/03/2010,1.88E+01
02/03/2010,1.90E+01
03/03/2010,1.91E+01
04/03/2010,1.92E+01
05/03/2010,1.93E+01
06/03/2010,1.94E+01
07/03/2010,1.95E+01
08/03/2010,1.96E+01
09/03/2010,1.97E+01
10/03/2010,1.98E+01
11/03/2010,1.99E+01
12/03/2010,2.00E+01
13/03/2010,2.01E+01
14/03/2010,2.02E+01
15/03/2010,2.03E+01
16/03/2010,2.04E+01
17/03/2010,2.05E+01
18/03/2010,2.05E+01
19/03/2010,2.06E+01
20/03/2010,2.07E+01
21/03/2010,2.08E+01
22/03/2010,2.09E+01
23/03/2010,2.10E+01
24/03/2010,2.11E+01
25/03/2010,2.12E+01
26/03/2010,2.13E+01
27/03/2010,2.14E+01
28/03/2010,2.15E+01
29/03/2010,2.16E+01
30/03/2010,2.17E+01
31/03/2010,2.18E+01
01/04/2010,2.19E+01
02/04/2010,2.20E+01
03/04/2010,2.21E+01
04/04/2010,2.22E+01
05/04/2010,2.24E+01
06/04/2010,2.25E+01
07/04/2010,2.26E+01
08/04/2010,2.27E+01
09/04/2010,2.29E+01
10/04/2010,2.30E+01
11/04/2010,2.31E+01
12/04/2010,2.32E+01
13/04/2010,2.34E+01
14/04/2010,2.35E+01
15/04/2010,2.36E+01
16/04/2010,2.37E+01
17/04/2010,2.39E+01
18/04/2010,2.40E+01
19/04/2010,2.41E+01
20/04/2010,2.42E+01
21/04/2010,2.43E+01
22/04/2010,2.45E+01
23/04/2010,2.46E+01
24/04/2010,2.47E+01
25/04/2010,2.48E+01
26/04/2010,2.50E+01
27/04/2010,2.51E+01
28/04/2010,2.52E+01
29/04/2010,2.53E+01
30/04/2010,2.55E+01
01/05/2010,2.56E+01
02/05/2010,2.57E+01
03/05/2010,2.57E+01
04/05/2010,2.57E+01
05/05/2010,2.58E+01
06/05/2010,2.58E+01
07/05/2010,2.58E+01
08/05/2010,2.58E+01
09/05/2010,2.59E+01
10/05/2010,2.59E+01
11/05/2010,2.59E+01
12/05/2010,2.59E+01
13/05/2010,2.59E+01
14/05/2010,2.60E+01
15/05/2010,2.60E+01
16/05/2010,2.60E+01
17/05/2010,2.60E+01
18/05/2010,2.61E+01
19/05/2010,2.61E+01
20/05/2010,2.61E+01
21/05/2010,2.61E+01
22/05/2010,2.62E+01
23/05/2010,2.62E+01
24/05/2010,2.62E+01
25/05/2010,2.62E+01
26/05/2010,2.62E+01
27/05/2010,2.63E+01
28/05/2010,2.63E+01
29/05/2010,2.63E+01
30/05/2010,2.63E+01
31/05/2010,2.64E+01
01/06/2010,2.64E+01
02/06/2010,2.64E+01
03/06/2010,2.63E+01
04/06/2010,2.62E+01
05/06/2010,2.61E+01
06/06/2010,2.60E+01
07/06/2010,2.59E+01
08/06/2010,2.58E+01
09/06/2010,2.57E+01
10/06/2010,2.57E+01
11/06/2010,2.56E+01
12/06/2010,2.55E+01
13/06/2010,2.54E+01
14/06/2010,2.53E+01
15/06/2010,2.52E+01
16/06/2010,2.51E+01
17/06/2010,2.50E+01
18/06/2010,2.49E+01
19/06/2010,2.48E+01
20/06/2010,2.47E+01
21/06/2010,2.46E+01
22/06/2010,2.45E+01
23/06/2010,2.44E+01
24/06/2010,2.43E+01
25/06/2010,2.42E+01
26/06/2010,2.42E+01
27/06/2010,2.41E+01
28/06/2010,2.40E+01
29/06/2010,2.39E+01
30/06/2010,2.38E+01
01/07/2010,2.37E+01
02/07/2010,2.36E+01
03/07/2010,2.35E+01
04/07/2010,2.34E+01
05/07/2010,2.33E+01
06/07/2010,2.33E+01
07/07/2010,2.32E+01
08/07/2010,2.31E+01
09/07/2010,2.30E+01
10/07/2010,2.29E+01
11/07/2010,2.28E+01
12/07/2010,2.28E+01
13/07/2010,2.27E+01
14/07/2010,2.26E+01
15/07/2010,2.25E+01
16/07/2010,2.24E+01
17/07/2010,2.23E+01
18/07/2010,2.23E+01
19/07/2010,2.22E+01
20/07/2010,2.21E+01
21/07/2010,2.20E+01
22/07/2010,2.19E+01
23/07/2010,2.18E+01
